350		10588.7302314822
351		10824.8713672308
352		11061.1650544076
353		11297.6282431713
354		11534.2439833631
355		11771.0292251419
356		12007.9670183488
357		12245.0658380632
358		12482.3256842852
359		12719.7465570147
360		12957.3199811724
361		13195.0629069169
362		13432.966859169
363		13671.0318379286
364		13909.2493681164
365		14147.636399891
366		14386.1759830939
367		14624.8850678836
368		14863.7467041015
369		15102.7778419062
370		15341.9700062185
371		15581.314721959
372		15820.8289392864
373		16060.4957080419
374		16300.3319783843
375		16540.3292752342
376		16780.4791235123
377		17020.7984733773
378		17261.2788497498
379		17501.9202526298
380		17742.7226820174
381		17983.6861379125
382		18224.8106203151
383		18466.0961292253
384		18707.5426646429
385		18949.1502265681
386		19190.9188150008
387		19432.8484299411
388		19674.9390713889
389		19917.1992144235
390		20159.6119088864
391		20402.1856298567
392		20644.9288524139
393		20887.8246263994
394		21130.8899019716
395		21374.1162040515
396		21617.4950575594
397		21861.0434126543
398		22104.7527942567
399		22348.6147272873
400		22592.6461619047
401		22836.8386230297
402		23081.1921106622
403		23325.7066248022
404		23570.3736903704
405		23815.2102575255
406		24060.2078511881
407		24305.3664713582
408		24550.6861180359
409		24796.1667912211
410		25041.8084909138
411		25287.6027420347
412		25533.5664947425
413		25779.6912739578
414		26025.9770796806
415		26272.4154368316
416		26519.0232955695
417		26765.7921808149
418		27012.7136174885
419		27259.8045557489
420		27507.0480454376
421		27754.4525616337
422		28002.0181043374
423		28249.753148628
424		28497.6407443467
425		28745.6808914937
426		28993.8905402275
427		29242.2612154688
428		29490.7844421383
429		29739.4771703947
430		29988.3224500793
431		30237.3287562714
432		30486.496088971
433		30735.8159730988
434		30985.3053588135
435		31234.9472959563
436		31484.7502596067
437		31734.7142497646
438		31984.8307913507
439		32235.1168345237
440		32485.5554291248
441		32736.1550502335
442		32986.9072227704
443		33237.8288968941
444		33488.903122446
445		33740.1298994261
446		33991.5261779931
447		34243.0750079882
448		34494.7848644909
449		34746.6472724218
450		34998.6707068601
451		35250.8551678061
452		35503.1921801802
453		35755.6902190618
454		36008.3492844509
455		36261.1609012683
456		36514.1335445931
457		36767.2587393462
458		37020.5449606068
459		37273.9837332955
460		37527.5835324918
460.6941		37703.6872061709
461		37833.7203485386
462		38087.6252505912
463		38341.6827040721
464		38595.9011840604
465		38850.272215477
466		39104.8042734011
467		39359.4888827533
468		39614.3345186131
469		39869.3327059011
470		40124.4834446172
471		40379.7952098409
472		40635.2595264927
473		40890.8763945728
474		41146.6542891604
475		41402.5762600968
476		41658.66773262
477		41914.9032814922
478		42171.2998568718
479		42427.8489836796
480		42684.5506619157
481		42941.4133666592
482		43198.4286228309
483		43455.5964304308
484		43712.9167894589
485		43970.3896999152
486		44228.0151617997
487		44485.8016501916
488		44743.7406900118
489		45001.8238061808
490		45260.0679488574
491		45518.4646429621
492		45777.013888495
493		46035.7156854561
494		46294.5785089247
495		46553.5854087421
496		46812.7448599878
497		47072.0568626616
498		47331.5214167636
499		47591.1385222938
499.9924		47848.9334857651
501		108557.206560412
501.0854		109809.823287385
501.0954		109812.365811188
502		110039.667439181
503		110290.868790923
504		110542.239644252
505		110793.525746788
506		111044.896600117
507		111296.097951859
508		111547.129802014
509		111798.076901376
510		112048.854499151
511		112299.547346132
512		112550.15544232
513		112800.509286128
514		113050.863129936
515		113301.047472156
516		113551.147063584
517		113801.077153424
518		114050.922492472
519		114300.683080725
520		114550.274167392
521		114799.780503265
522		115049.202088345
523		115298.454171838
524		115547.621504538
525		115796.704086444
526		116045.617166763
527		116294.530247083
528		116543.273825815
529		116791.847902961
530		117040.421980106
531		117288.911306458
532		117537.231131224
533		117785.466205196
534		118033.616528374
535		118281.682100759
536		118529.578171557
537		118777.474242355
538		119025.28556236
539		119272.927380778
540		119520.484448402
541		119768.041516026
542		120015.429082064
543		120262.731897308
544		120509.949961758
545		120757.083275416
546		121004.216589073
547		121251.180401143
548		121498.05946242
549		121744.853772903
550		121991.563332593
551		122238.272892283
552		122484.812950387
553		122731.35300849
554		122977.723565006
555		123224.094121522
556		123470.295176452
557		123716.496231381
558		123962.612535517
559		124208.644088859
560		124454.675642202
561		124700.537693958
562		124946.399745713
563		125192.092295882
564		125437.784846051
565		125683.392645426
566		125929.000444801
567		126174.43874259
568		126419.877040378
569		126665.230587373
570		126910.499383575
571		127155.768179777
572		127400.952225185
573		127646.0515198
574		127891.066063621
575		128135.995856649
576		128380.925649677
577		128625.855442704
578		128870.615734145
579		129115.376025586
580		129360.051566234
581		129604.727106881
582		129849.233145942
583		130093.823935796
584		130338.245224064
585		130582.666512331
586		130827.003049805
587		131071.339587278
588		131315.591373959
589		131559.758409846
590		131803.925445733
591		132048.09248162
592		132292.09001592
593		132536.08755022
594		132780.08508452
595		133023.997868026
596		133267.910651533
597		133511.653933453
598		133755.481966166
599		133999.225248086
600		134242.883779212
601		134486.542310338
602		134730.116090671
603		134973.689871004
604		135217.178900544
605		135460.667930083
606		135704.156959623
607		135947.476487575
608		136190.880766321
609		136434.200294274
610		136677.435071433
611		136920.669848592
612		137163.904625751
613		137407.054652117
614		137650.204678483
615		137893.269954055
616		138136.335229627
617		138379.4005052
618		138622.381029978
619		138865.276803964
620		139108.257328743
621		139351.068351935
622		139593.96412592
623		139836.775149112
624		140079.586172304
625		140322.312444703
626		140565.038717101
627		140807.7649895
628		141050.406511105
629		141293.04803271
630		141535.689554315
631		141778.246325127
632		142020.803095938
633		142263.275115957
634		142505.831886768
635		142748.303906786
636		142990.691176011
637		143233.163196029
638		143475.550465254
639		143717.852983686
640		143960.24025291
641		144202.542771342
642		144444.845289773
643		144687.063057411
644		144929.365575843
645		145171.58334348
646		145413.716360325
647		145655.934127963
648		145898.067144807
649		146140.200161652
650		146382.333178496

